"15141","Raj Gaur","Systematic Solution","SEQRITE EPS TOTAL REGULAR 10 USERS (CTR10)","6500","1.00","6500.00","2021-04-14",NULL
"15142","Raj Gaur","Mahesh Kumar Sani","4U/400 Rack (For Computer Rack)","1525","1.00","1525.00","2021-04-14",NULL
"15143","Raj Gaur","Mangalam Associate","P.S Prime 4x6 American MW Motorised","4000","2.00","8000.00","2021-04-14",NULL
"15144","Dipankar Khandelwal","Hoch Standard Solutions","BENQ PROJECTOR TH585 WHITE","44900","2.00","89800.00","2021-04-14",NULL
"15145","Vibhakar Sharma","Shiv Electronics (Bharatpur)","LG 32 HD READY COMMERCIAL 32LT340C","11900","10.00","119000.00","2021-04-14",NULL
"15146","Bharti Khandelwal","VIDYA CHAMP","LG LED 65TR3BF Panel IFP (18%)","101694","1.00","101694.92","2021-04-14",NULL
"15147","Dipankar Khandelwal","RADIANT INFO SOLUTIONS PVT LTD (DELHI)","FG100E Three Years 8*5 Bundle","70000","1.00","70000.00","2021-04-14",NULL
"15148","Dipankar Khandelwal","RADIANT INFO SOLUTIONS PVT LTD (DELHI)","FG100E Three  Year 8x5 LICENSE","70000","1.00","70000.00","2021-04-14",NULL
"15149","Dipankar Khandelwal","RADIANT INFO SOLUTIONS PVT LTD (DELHI)","FG100E One Year License 24x7","40000","1.00","40000.00","2021-04-14",NULL
"15150","Dipankar Khandelwal","Vardhman Computer Solutions","DELTA INX 3KVA SB MODEL","26500","1.00","26500.00","2021-04-14",NULL
"15151","Dipankar Khandelwal","Vardhman Computer Solutions","DELTA EH20KVA MODEL","133500","1.00","133500.00","2021-04-14",NULL
"15152","Dipankar Khandelwal","Vardhman Computer Solutions","PDU 5 AMP 6 SOCKET (For Computer Rack ) N","320","10.00","3200.00","2021-04-14",NULL
"15153","Dipankar Khandelwal","Vardhman Computer Solutions","Molex LIU 12 Port (Unloaded) 17.C102G","1800","2.00","3600.00","2021-04-14",NULL
"15154","Rajneesh Srivastava","Softlink Systems (Kanpur)","N-Computing L 250","5084","1.00","5084.75","2021-04-14",NULL
"15155","Rajneesh Srivastava","Ezee Solutions","Ncomputing LAN ACCESS DEVICE L300","6525","2.00","13050.84","2021-04-14",NULL
"15156","Dipankar Khandelwal","Mango Curry C/o - Mango Masala Restaurant","27U Rack Frame /600*1000/Steel /NRS-1Casters Type 2","19032","1.00","19032.00","2021-04-14",NULL
"15157","Dipankar Khandelwal","Mango Curry C/o - Mango Masala Restaurant","PDU Horz /6 Soc/6-16A/3.6KVA  MCB BLACK","1260","2.00","2520.00","2021-04-14",NULL
"15158","Dipankar Khandelwal","Mango Curry C/o - Mango Masala Restaurant","Horz.Cable Organizer/1U/Channel OnFront HCO-1-CF
","355","5.00","1775.00","2021-04-14",NULL
"15159","Dipankar Khandelwal","Mango Curry C/o - Mango Masala Restaurant","Shelf /1000 BLACK","1290","2.00","2580.00","2021-04-14",NULL
"15160","Dipankar Khandelwal","Mango Curry C/o - Mango Masala Restaurant","Mounting Hardware -Cr(Pack of 20)(for Computer Rack","168","1.00","168.00","2021-04-14",NULL
"15161","Dipankar Khandelwal","Mango Curry C/o - Mango Masala Restaurant","ITE / Server Rack Air Circulation Module/Tower Mount/360CFM","3396","1.00","3396.00","2021-04-14",NULL
"15162","Raj Gaur","Arihant Sales & Services","UNV NVR302-16E-B","8500","1.00","7905.00","2021-04-14",NULL
"15163","Raj Gaur","Arihant Sales & Services","UNV IPC6412LR-X5P","9500","1.00","8550.00","2021-04-14",NULL
"15164","Dipankar Khandelwal","Digital Welking","MOLEX CAT-6 305MTR CABLE  CAA-00076 Blue","6000","1.00","5910.00","2021-04-15",NULL
"15165","Raj Gaur","Shanti Infotech","9U/400 Rack(for Computer Rack)","2350","5.00","11750.00","2021-04-15",NULL
"15166","Raj Gaur","Shanti Infotech","PDU 5 AMP 6 SOCKET (For Computer Rack ) N","350","2.00","700.00","2021-04-15",NULL
"15167","Raj Gaur","Shanti Infotech","ITE NETWORK CIRCULATION MODULE 90CFM N","250","2.00","500.00","2021-04-15",NULL
"15168","Raj Gaur","Shanti Infotech","Cantilaber Shelf Tray (For Computer Rack ) N","250","2.00","500.00","2021-04-15",NULL
"15169","Raj Gaur","Shanti Infotech","Horz Cable Organizer/1U/Loop HCO-1-L
","150","2.00","300.00","2021-04-15",NULL
"15170","Raj Gaur","Shanti Infotech","Mounting Hardware-Cr(Pack of 10)(for Computer Rack)","80","2.00","160.00","2021-04-15",NULL
"15171","Dipankar Khandelwal","Vardhman Computer Solutions","9U/400 Rack(for Computer Rack)","2300","1.00","2300.00","2021-04-15",NULL
"15172","Dipankar Khandelwal","M. SONS HERBAL DAILY LIMITED","LTK -539 (HDMI F TO HDMI F JOINTER )","200","1.00","200.00","2021-04-15",NULL
"15173","Dipankar Khandelwal","M. SONS HERBAL DAILY LIMITED","HDMI CABLE 5 MTR","600","1.00","600.00","2021-04-15",NULL
"15174","Raj Gaur","Salasar Balaji infocom","SXDS 9500 (300 Mbps Ceiling Mount AP/router/repeater)","4300","4.00","17028.00","2021-04-15",NULL
"15175","Raj Gaur","Salasar Balaji infocom","AP-ESG108P (AP1208)Camera POE Switch","2590","2.00","5128.20","2021-04-15",NULL
"15176","Dipankar Khandelwal","VIDYA SAGAR CAREER INSTITUTE LTD (JAIPUR)","INTEL CPU I5 9400F WITHOUT GRAPHIC CARD","8728","2.00","17457.62","2021-04-16",NULL
"15177","Dipankar Khandelwal","VIDYA SAGAR CAREER INSTITUTE LTD (JAIPUR)","GIGABYTE M/B B365 M AORUS ELITE","7419","2.00","14838.98","2021-04-16",NULL
"15178","Dipankar Khandelwal","VIDYA SAGAR CAREER INSTITUTE LTD (JAIPUR)","ZOTAC GTX 1050 TI 4GB","12881","2.00","25762.72","2021-04-16",NULL
"15179","Dipankar Khandelwal","VIDYA SAGAR CAREER INSTITUTE LTD (JAIPUR)","CORSAIR DDR 4 8GB 3600 MGH","3491","2.00","6983.06","2021-04-16",NULL
"15180","Dipankar Khandelwal","VIDYA SAGAR CAREER INSTITUTE LTD (JAIPUR)","WD 500 GB NVME M.2","4364","2.00","8728.82","2021-04-16",NULL
"15181","Dipankar Khandelwal","VIDYA SAGAR CAREER INSTITUTE LTD (JAIPUR)","COOLER MASTER K380","2356","2.00","4713.56","2021-04-16",NULL
"15182","Dipankar Khandelwal","VIDYA SAGAR CAREER INSTITUTE LTD (JAIPUR)","COOLER MASTER SMSP 650WBRONZE","3771","2.00","7542.38","2021-04-16",NULL
"15183","Dipankar Khandelwal","VIDYA SAGAR CAREER INSTITUTE LTD (JAIPUR)","WD 2TB SATA","3534","2.00","7069.50","2021-04-16",NULL
"15184","Dipankar Khandelwal","VIDYA SAGAR CAREER INSTITUTE LTD (JAIPUR)","Hp Combo  KEYBOARD & MOUSE","610","2.00","1220.34","2021-04-16",NULL
"15185","Dipankar Khandelwal","VIDYA SAGAR CAREER INSTITUTE LTD (JAIPUR)","LG LED 19M38HB","5338","2.00","10677.96","2021-04-16",NULL
"15186","Dipankar Khandelwal","Vardhman Computer Solutions","SFP1.25G Single Mode Dual Fiber LC Module","1400","20.00","28000.00","2021-04-19",NULL
"15187","Dipankar Khandelwal","Vardhman Computer Solutions","17 U Rack Frame /600*600/Steel Casters Type 1","8300","1.00","8300.00","2021-04-19",NULL
"15188","Dipankar Khandelwal","Vardhman Computer Solutions","Sc-Lc Sm Patch Cord 3 Mtr","200","60.00","12000.00","2021-04-19",NULL
"15189","Faizan Lodi","Lakshita Enterprises","ASUSTER 2 BAY NAS AS1002T","12100","1.00","12100.00","2021-04-19",NULL
"15190","Kaveri Khandelwal","Mukesh Kumar Kumawat","Star 03- Tablet (N)","4152","1.00","4152.54","2021-04-19",NULL
"15191","Bharti Khandelwal","GULMOHAR TRADING COMPANY","LG Interactive Flat Panel 75TR3BF-B (18%)","167796","1.00","167796.61","2021-04-19",NULL
"15192","Dipankar Khandelwal","Vardhman Computer Solutions","SFP1.25G Single Mode Dual Fiber LC Module","1400","20.00","28000.00","2021-04-19",NULL
"15193","Dipankar Khandelwal","Vardhman Computer Solutions","AP SC-LC SM Duplex Patch Cord 5 Mtr","400","30.00","12000.00","2021-04-19",NULL
"15194","Dipankar Khandelwal","Vardhman Computer Solutions","17 U Rack Frame /600*600/Steel Casters Type 1","8300","1.00","8300.00","2021-04-19",NULL
"15195","Rajneesh Srivastava","V R Enterprises","FG30E ONE Year 24X7 LICENSE","12000","1.00","12000.00","2021-04-19",NULL
"15196","Rajneesh Srivastava","V R Enterprises","FG30E ONE Year 24X7 LICENSE","12000","1.00","12000.00","2021-04-19",NULL
"15197","Rajneesh Srivastava","V R Enterprises","FG30E ONE Year 24X7 LICENSE","12000","1.00","12000.00","2021-04-19",NULL
"15198","Dipankar Khandelwal","Kendriya Bhandar","LG LED TV 75UT640","137343","2.00","273314.06","2021-04-19",NULL
"15199","Raj Gaur","G & C Projection","LG LED 65TR3BF Panel IFP (18%)","99000","1.00","99000.00","2021-04-19",NULL
"15200","Vibhakar Sharma","S.N Computer","BenQ Projector MS550P","18900","1.00","18900.00","2021-04-19",NULL
"15201","Vibhakar Sharma","S.N Computer","BenQ Projector MS550P","18900","1.00","18900.00","2021-04-19",NULL
"15202","Vibhakar Sharma","S.N Computer","BenQ Projector MS550P","18900","1.00","18900.00","2021-04-19",NULL
"15203","Vibhakar Sharma","S.N Computer","BenQ Projector MS550P","18900","1.00","18900.00","2021-04-19",NULL
"15204","Vibhakar Sharma","S.N Computer","P.S Prime 6X8 American MW Motorised","5250","1.00","5250.00","2021-04-19",NULL
"15205","Vibhakar Sharma","S.N Computer","PROJECTOR MOUNT 2''FT MS","383","4.00","1532.00","2021-04-19",NULL
"15206","Raj Gaur","Unicom Electro Tech","6 U/600 RACK (For Computer Rack)","3000","3.00","9000.00","2021-04-20",NULL
"15207","Raj Gaur","Unicom Electro Tech","PDU 5 AMP 6 SOCKET (For Computer Rack ) N","370","4.00","1480.00","2021-04-20",NULL
"15208","Raj Gaur","Unicom Electro Tech","Cantilaber Shelf Tray (For Computer Rack ) N","265","3.00","795.00","2021-04-20",NULL
"15209","Raj Gaur","Unicom Electro Tech","Mounting Hardware-Cr(Pack of 10)(for Computer Rack)","80","4.00","320.00","2021-04-20",NULL
"15210","Surya Dixit","VIZICON LUCKNOW","LG 32 HD READY COMMERCIAL 32LT340C","12000","1.00","12000.00","2021-04-20",NULL
"15211","Dipankar Khandelwal","Cyber Shoppe","4K 60 Recording Capture Card (E)","14600","1.00","14600.00","2021-04-20",NULL
"15212","Raj Gaur","Skynet ( India )","DECO 01(V2)-TABLET(N)","5338","1.00","5338.98","2021-04-21",NULL
"15213","Raj Gaur","SHREE SHYAM TRADING COMPANY","Molex Cat6 PVC Patch Cord Red (PCD-02042-0C-I)","130","10.00","1300.00","2021-04-21",NULL
"15214","Raj Gaur","SHREE SHYAM TRADING COMPANY","AP-ES-108-2GE","3200","1.00","3200.00","2021-04-21",NULL
"15215","Faizan Lodi","Computer  Ware House","AIR DRONE 2321 (150mbps Outdoor CPE 2.4GHZ)","3100","1.00","3100.00","2021-04-21",NULL
"15216","Vibhakar Sharma","Aryavrat Infotech (P) Ltd (Jaipur)","42 URack /800*1000/Steel /NRS (Computer Rack)","27000","1.00","26460.00","2021-04-21",NULL
"15217","Vibhakar Sharma","Aryavrat Infotech (P) Ltd (Jaipur)","Shelf /1000 BLACK","975","2.00","1911.00","2021-04-21",NULL
"15218","Vibhakar Sharma","Aryavrat Infotech (P) Ltd (Jaipur)","Key Board Shelf/19''/Rty/1000D BLACK","975","1.00","955.50","2021-04-21",NULL
"15219","Vibhakar Sharma","Aryavrat Infotech (P) Ltd (Jaipur)","ITE / Server Rack Air Circulation Module/Tower Mount/360CFM","2600","1.00","2548.00","2021-04-21",NULL
"15220","Vibhakar Sharma","Aryavrat Infotech (P) Ltd (Jaipur)","Mounting Hardware -Cr(Pack of 20)(for Computer Rack","135","1.00","132.30","2021-04-21",NULL
"15221","Vibhakar Sharma","Aryavrat Infotech (P) Ltd (Jaipur)","PDU Horz /6 Soc/6-16A/3.6KVA  MCB BLACK","1050","2.00","2058.00","2021-04-21",NULL
"15222","Raj Gaur","Pragati Computers (Dawa Bazar)","MOLEX CAT-6 305MTR CABLE  CAA-00076 Blue","6000","1.00","6000.00","2021-04-22",NULL
"15223","Dipankar Khandelwal","Kinesis Infotech Bussiness Services Company","Molex 6Core Outdoor MM Armoured Cable AFOUN006OM2","55","548.00","30140.00","2021-04-22",NULL
"15224","Faizan Lodi","V2 Circle","9U/400 Rack(for Computer Rack)","2275","2.00","4550.00","2021-04-22",NULL
"15225","Faizan Lodi","V2 Circle","6U/400 Rack (for Computer Rack)","1875","3.00","5625.00","2021-04-22",NULL
"15226","Kaveri Khandelwal","INDIATEQ","LG Interactive Flat Panel 75TR3BF-B (18%)","168644","1.00","168644.07","2021-04-22",NULL
"15227","Kaveri Khandelwal","Peeyush Kumar","LG LED 65TR3BF Panel IFP (18%)","100000","1.00","100000.00","2021-04-22",NULL
"15228","Kaveri Khandelwal","Cash","DIGITEK TRIPOD DTR 690 VDPRO FOR CAMERA","3050","1.00","3050.85","2021-04-22",NULL
"15229","Raj Gaur","Karni Computer & Electroni","BenQ Projector GV1 SILVER 480P","23000","1.00","23000.00","2021-04-22",NULL
"15230","Raj Gaur","Shriram Trading","LG 32 HD READY COMMERCIAL 32LT340C","11850","27.00","319950.00","2021-04-22",NULL
"15231","Raj Gaur","Soft Tech Computer","DECO 01(V2)-TABLET(N)","5169","1.00","5169.49","2021-04-22",NULL
"15232","Raj Gaur","GANPATI COMMUNICATION SERVICES","BenQ Projector MS610","24500","1.00","24500.00","2021-04-23",NULL
"15233","Raj Gaur","GANPATI COMMUNICATION SERVICES","P.S Prime 5X7 American MW Motorised","4800","1.00","4800.00","2021-04-23",NULL
"15234","Bharti Khandelwal","Digvijay Prabhakar Laakal Patil","AVT-T130-PR  STAND","17372","1.00","17372.88","2021-04-23",NULL
"15235","Kaveri Khandelwal","AKHIL SRIVASTAVA","DECO 01(V2)-TABLET(N)","5762","1.00","5762.71","2021-04-23",NULL
"15236","Heena Sharma","Om Computer","SEQRITE EPS TOTAL REGULAR 10 USERS (CTR10)","6500","1.00","6500.00","2021-04-23",NULL
"15237","Arun Sharma","Hasti Computer Pvt Ltd","Molex Cat 6 Datagate Panel 24 Port (Loaded)  PID-00141
","3400","5.00","16660.00","2021-04-23",NULL
"15238","Arun Sharma","Hasti Computer Pvt Ltd","Molex Synergy Wall Plate 1 Port (White) WSY-00012-02
","55","100.00","5390.00","2021-04-23",NULL
"15239","Arun Sharma","Hasti Computer Pvt Ltd","MOLEX CAT-6 DataGate Jack, Shuttered  (White) KSJ-00018-02
","125","100.00","12250.00","2021-04-23",NULL
"15240","Arun Sharma","Hasti Computer Pvt Ltd","Molex Cat 6 Patch Cord 0.5 Mtr (Yellow) LS0H PCD-02000-0K","100","110.00","10780.00","2021-04-23",NULL
"15241","Arun Sharma","Hasti Computer Pvt Ltd","Cat 6 Patch Cord 0.5Mtr (Blue) PVC  PCD-02040-0H","120","40.00","4704.00","2021-04-23",NULL
"15242","Arun Sharma","Hasti Computer Pvt Ltd","Molex Cat 6 Patch Cord 0.5 Mtr (Red)PCD-02000-0C)","120","50.00","5880.00","2021-04-23",NULL
"15243","Arun Sharma","Hasti Computer Pvt Ltd","Cat 6 Patch Cord 3 Mtr (Blue) PVC PCD-02043-0H-I","160","5.00","784.00","2021-04-23",NULL
"15244","Arun Sharma","Hasti Computer Pvt Ltd","Molex Cat 6 Patch Cord 5 Mtr Blue  LSZH  PCD-02009-0H-I","220","2.00","431.20","2021-04-23",NULL
"15245","BISPL","BenQ India Pvt Ltd (Gurgaon)"," "," ",," ","2021-04-23",NULL
"15246","BISPL","Binary Infosolutions Pvt Ltd (MP)","AIR BRIDGE 5 5-11ac 450mbps Remote CPE with Built in Antenna","3300","12.00","39600.00","2021-04-23",NULL
"15247","Surya Dixit","M/S CONNECTED HOMES","SEAGATE HARDISK ST1000VX005 1TB","2500","3.00","7500.00","2021-04-23",NULL
"15248","Surya Dixit","M/S CONNECTED HOMES","SEAGATE HARDISK ST2000VX015 2TB","3474","3.00","10423.74","2021-04-23",NULL
"15249","Surya Dixit","M/S CONNECTED HOMES","SEAGATE HARDISK ST4000VX007 4TB","6101","1.00","6101.69","2021-04-23",NULL
"15250","Surya Dixit","M/S CONNECTED HOMES","SEAGATE HARDISK ST6000VX001 6TB","10084","1.00","10084.75","2021-04-23",NULL
"15251","Raj Gaur","G & C Projection","BenQ Projector MX808PST+XGA ST","24900","1.00","24900.00","2021-04-23",NULL
"15252","Raj Gaur","G & C Projection","PROJECTOR MOUNT 2''FT MS","490","1.00","490.00","2021-04-23",NULL
"15253","Raj Gaur","G & C Projection","P.S Lite 5X7 Mw Insta Lock","1900","1.00","1900.00","2021-04-23",NULL
"15254","Raj Gaur","Shanti Infotech","Cat 6 Patch Cord  Blue 1 Mtr(PCD-02041-0H-I .","125","35.00","4375.00","2021-04-23",NULL
"15255","Arpit Ojha","Ministry of Skill Development and Entrepreneurship","LG Interactive Flat Panel 75TR3BF-B (18%)","190847","2.00","381694.92","2021-04-23",NULL
"15256","Raj Gaur","S. S.  CONSTRUCTIONS","BENQ EX800ST","42968","1.00","42968.75","2021-04-23",NULL
"15257","Dipankar Khandelwal","Kendriya Bhandar","LG LED TV -55UN7300","45937","1.00","44559.38","2021-04-23",NULL
"15258","Faizan Lodi","Nikhil Enterprise","MCG-SM SF- 20 KM 1550 Giga Media Convertor (A)","1275","2.00","2550.00","2021-04-26",NULL
"15259","Faizan Lodi","Nikhil Enterprise","MCG-SM SF - 20 KM 1310 Giga Media Convertor (B)","1275","2.00","2550.00","2021-04-26",NULL
"15260","Kaveri Khandelwal","Scalite Career Learning Pvt. Ltd.","LG LED 65TR3BF Panel IFP (18%)","100000","1.00","100000.00","2021-04-26",NULL
"15261","Dipankar Khandelwal","Vardhman Computer Solutions","SFP1.25G Single Mode Dual Fiber LC Module","1400","15.00","21000.00","2021-04-26",NULL
"15262","Dipankar Khandelwal","Vardhman Computer Solutions","AIR CONNECT2","2800","8.00","22400.00","2021-04-26",NULL
"15263","Bharti Khandelwal","Shiva Sr Sec School","LG LED 65TR3BF Panel IFP (18%)","111016","2.00","222033.90","2021-04-26",NULL
"15264","Dipankar Khandelwal","RAJAT ELECTRONICS & ELECTRICALS","LG Interactive Flat Panel 75TR3BF-B (18%)","167372","1.00","167372.88","2021-04-26",NULL
"15265","Dipankar Khandelwal","RAJAT ELECTRONICS & ELECTRICALS","4K 60 Recording Capture Card (E)","13500","1.00","13500.00","2021-04-26",NULL
"15266","Raj Gaur","Smart Vision Technologies","Spectra SRX-900-I5 OPS","28500","1.00","28500.00","2021-04-26",NULL
"15267","Dipankar Khandelwal","Vardhman Computer Solutions","DELTA N6KVA UPS (UPS602N2004N0B0)","43500","2.00","87000.00","2021-04-26",NULL
"15268","Vibhakar Sharma","Shiv Electronics","LG 32 HD READY COMMERCIAL 32LT340C","11900","3.00","35700.00","2021-04-26",NULL
"15269","Vibhakar Sharma","Raj Enterprises","LG 32 CAM TV 32LU640H.BTR","14406","4.00","57627.12","2021-04-26",NULL
"15270","Bharti Khandelwal","Sandeep Kumar S/o Mahender Singh Jhorar","DECO 01(V2)-TABLET(N)","5847","1.00","5847.46","2021-04-27",NULL
"15271","Hemant Rathore","A SQUARE CCTV & SECURITY SOLUTIONS","LG 32 CAM TV 32LU640H.BTR","14200","1.00","14200.00","2021-04-27",NULL
"15272","Raj Gaur","Ganpati Communication Systems","Projector Mount 3 Ft MS","750","1.00","750.00","2021-04-27",NULL
"15273","Bharti Khandelwal","Digital Guru","LG LED 65TR3BF Panel IFP (18%)","99576","1.00","99576.27","2021-04-27",NULL
"15274","Dipankar Khandelwal","Abstract Solution & Consultants","XDS M-750 (750 MBPS Dual Band 2.4/5 Ceilling Mount","6500","1.00","4875.00","2021-04-27",NULL
"15275","BISPL","JK LAKSHMI CEMENT LTD (Chhattisgarh)","FG100E Three Years 8*5 Bundle","190000","1.00","190000.00","2021-04-27",NULL
"15276","BISPL","JK LAKSHMI CEMENT LTD (Chhattisgarh)","Annual Maintenance Charges","15000","1.00","15000.00","2021-04-27",NULL
"15277","Dipankar Khandelwal","VARUN BEVERAGES LIMITED (Jharkhand)","FG101E 24x7 Renewal for 1 Year","92000","1.00","92000.00","2021-04-27",NULL
"15278","Dipankar Khandelwal","TECH RISE (JAIPUR)","Artist 12Pro -Graphic Pen Display","20847","1.00","20847.46","2021-04-27",NULL
"15279","Vibhakar Sharma","LUNIK IT","SEAGATE HARDISK ST1000VX005 1TB","2457","5.00","12288.15","2021-04-27",NULL
"15280","Faizan Lodi","Himalya Marketing","MOLEX CAT-6 305MTR CABLE  CAA-00076 Blue","6000","1.00","6000.00","2021-04-28",NULL
"15281","Dipankar Khandelwal","Legend Technologies","AIR DRONE 2321 (150mbps Outdoor CPE 2.4GHZ)","3200","6.00","18816.00","2021-04-28",NULL
"15282","Raj Gaur","MAHIS PRINTERS","MOLEX CAT-6 305MTR CABLE  CAA-00076 Blue","6300","1.00","6300.00","2021-04-28",NULL
"15283","Raj Gaur","Ess Kay Fincorp Limited","MOLEX CAT-6 305MTR CABLE  CAA-00076 Blue","6300","2.00","12600.00","2021-04-28",NULL
"15284","Faizan Lodi","Majisa Computer","AP-ES106P (AP 1205) Switch","1615","20.00","32300.00","2021-04-28",NULL
"15285","Faizan Lodi","Majisa Computer","AP-ES106P (AP 1205) Switch","1","1.00","1.00","2021-04-28",NULL
"15286","Faizan Lodi","Majisa Computer","AP-ESG108P (AP1208)Camera POE Switch","2515","15.00","37725.00","2021-04-28",NULL
"15287","Heena Sharma","The Suryan Computers","CTRUP QH EPS Total 1 Year Renewal Lic","700","23.00","16100.00","2021-04-28",NULL
"15288","Faizan Lodi","Apna Vidhaylay","LG LED 65TR3BF Panel IFP (18%)","102542","1.00","102542.37","2021-04-28",NULL
"15289","Kaveri Khandelwal","Pranav Saxena","Star 03- Tablet (N)","4152","1.00","4152.54","2021-04-29",NULL
"15290","Kaveri Khandelwal","Mudit Mehta","DECO 01(V2)-TABLET(N)","6016","1.00","6016.10","2021-04-29",NULL
"15291","Raj Gaur","Ridhima Enterprises","AP-ES106P (AP 1205) Switch","1700","2.00","3400.00","2021-04-29",NULL
"15292","Dipankar Khandelwal","Mars Infotech (Bhilwara)","AIRPRO CAT6 UTP 4/24AWG CABLE 305 MTR","4800","2.00","9408.00","2021-04-29",NULL
"15293","Dipankar Khandelwal","Mars Infotech (Bhilwara)","AP-GS-1016","3300","1.00","3234.00","2021-04-29",NULL
"15294","Dipankar Khandelwal","Mars Infotech (Bhilwara)","DELTA 600VA OFFLINE UPS","1800","1.00","1764.00","2021-04-29",NULL
"15295","Dipankar Khandelwal","Mars Infotech (Bhilwara)","Scandisk 65 Gb Pan Drive","650","1.00","637.00","2021-04-29",NULL
"15296","Arpit Ojha","SKY COMPUTERS","SEQRITE EPS TOTAL REGULAR 5 USER (CTR5)","3750","1.00","3750.00","2021-04-30",NULL
"15297","Heena Sharma","ABHINAV CLASSES MANOHARPUR","LG Interactive Flat Panel 75TR3BF-B (18%)","182203","1.00","182203.39","2021-04-30",NULL
"15298","Bharti Khandelwal","St. Austins Senior Secondary school","LG LED 65TR3BF Panel IFP (18%)","102966","2.00","205932.20","2021-04-30",NULL
"15299","Bharti Khandelwal","Dr D. L. Choudhary","LG Interactive Flat Panel 75TR3BF-B (18%)","170338","1.00","170338.98","2021-04-30",NULL
"15300","Vibhakar Sharma","Shiv Electronics","LG Commercial LED TV (43UT640S)","23828","1.00","23828.13","2021-04-30",NULL
"15301","Dipankar Khandelwal","Netgleam Consulting LLP","ASUSTOR AS6602T","41950","1.00","41950.00","2021-04-30",NULL
"15302","Dipankar Khandelwal","Ganpati engineering And Electricals","Molex Cat 6 Datagate Panel 24 Port (Loaded)  PID-00141
","3400","2.00","6800.00","2021-04-30",NULL
"15303","Dipankar Khandelwal","Ganpati engineering And Electricals","Horz Cable Organizer/1U/Loop HCO-1-L
","200","2.00","400.00","2021-04-30",NULL
"15304","Dipankar Khandelwal","Ganpati engineering And Electricals","ITE NETWORK CIRCULATION MODULE 90CFM N","350","2.00","700.00","2021-04-30",NULL
"15305","Dipankar Khandelwal","Ganpati engineering And Electricals","PDU Horz/6 Soc/6A/108KVA (BLACK)","550","1.00","550.00","2021-04-30",NULL
"15306","Heena Sharma","Medley Pharmaceuticals Ltd","CTRUP QH EPS Total 1 Year Renewal Lic","729","3.00","2187.00","2021-04-30",NULL
"15307","Heena Sharma","S.D Services","QH EPS Total security for 3 Years (CTSUP)","1350","15.00","20250.00","2021-04-30",NULL
"15308","Raj Gaur","Sunrise Computers","42U Rack Frame/600*650/Steel/NRS-1 Casters Type 2","19200","1.00","19200.00","2021-04-30",NULL
"15309","Raj Gaur","Sunrise Computers","6 U/600 RACK (For Computer Rack)","2400","1.00","2400.00","2021-04-30",NULL
"15310","Raj Gaur","Sunrise Computers","4U/400 Rack (For Computer Rack)","1580","1.00","1580.00","2021-04-30",NULL
"15311","Heena Sharma","ABHINAV CLASSES MANOHARPUR","4K 60 Recording Capture Card (E)","15169","1.00","15169.49","2021-05-01",NULL
"15312","Heena Sharma","ABHINAV CLASSES MANOHARPUR","Panasonic AG-CX8ED","116949","1.00","116949.15","2021-05-01",NULL
"15313","Raj Gaur","Computer Heartbeat","DELTA 1000VA OFFLINE UPS","3800","2.00","7600.00","2021-05-03",NULL
"15314","Bharti Khandelwal","AMARJEET SINGH","LG Interactive Flat Panel 75TR3BF-B (18%)","173728","1.00","173728.81","2021-05-03",NULL
"15315","Bharti Khandelwal","Manoj Dutta","LG LED 65TR3BF Panel IFP (18%)","105932","1.00","105932.20","2021-05-03",NULL
"15316","Raj Gaur","Vinayak Technologies","BENQ PROJECTOR MX808STH","29000","2.00","58000.00","2021-05-03",NULL
"15317","Vibhakar Sharma","R.K. Computers","MOLEX CAT6 CABLE BOX 305 MTR (CAA-00076-YL)","6000","4.00","23760.00","2021-05-04",NULL
"15318","Raj Gaur","Hari Enterprises","DECO 01(V2)-TABLET(N)","5084","5.00","25423.75","2021-05-04",NULL
"15319","Raj Gaur","Genesis System & Solutions","MOLEX CAT5E 48 PORT RJ45 PANEL PID-00059","4600","10.00","46000.00","2021-05-05",NULL
"15320","Dipankar Khandelwal","Icon Integrated Service","Installation Charges","7000","1.00","7000.00","2021-05-06",NULL
"15321","Dipankar Khandelwal","MUKESH ELECTRONICS (JAISALMER)","LG 24SP410M-PM.BTR 24 (MFT WID)","8050","2.00","16101.70","2021-05-06",NULL
"15322","Raj Gaur","Salasar Balaji infocom","SXDS 9500 (300 Mbps Ceiling Mount AP/router/repeater)","4300","4.00","17028.00","2021-05-06",NULL
"15323","Vibhakar Sharma","AISP NETWORKING (ABU ROAD)","AP CAT-6 DataGate Jack, Shuttered  (White) 
","69","10.00","690.00","2021-05-06",NULL
"15324","Vibhakar Sharma","AISP NETWORKING (ABU ROAD)","AP 1 PORT FACE PLATE","40","10.00","400.00","2021-05-06",NULL
"15325","Vibhakar Sharma","AISP NETWORKING (ABU ROAD)","Plastic Surface Box 1-2 MO (Gangbox)","20","10.00","200.00","2021-05-06",NULL
"15326","Vibhakar Sharma","AISP NETWORKING (ABU ROAD)","12u/400 Rack (For Computer Rack)","3200","1.00","3200.00","2021-05-06",NULL
"15327","Vibhakar Sharma","AISP NETWORKING (ABU ROAD)","Horz Cable Organizer/1U/Loop HCO-1-L
","190","1.00","190.00","2021-05-06",NULL
"15328","Vibhakar Sharma","AISP NETWORKING (ABU ROAD)","Mounting Hardware-Cr(Pack of 10)(for Computer Rack)","85","1.00","85.00","2021-05-06",NULL
