"3641","Networking Cables","Molex Components","Camera Cable 3+1"," 180.00 mtr =  180.00 No","2021-07-02 04:44:02.877324"
"3642","Studio","Others","CAMERA VC-U2 CONFEYE-NT50-U2"," 1.00 No =  1.00 PCS","2021-07-02 04:44:02.971819"
"3643","Canon Printer","; Not Applicable","Canan Mf 3010","Array","2021-07-02 04:44:03.069437"
"3644","Studio","Others","CANON 4K CAMCORDER XA40 (EU) WITH BACKPACK"," 1.00 No","2021-07-02 04:44:03.165364"
"3645","Studio","Others","CANON BROADCASTING CAMERA CAMCORDER XA-11 WITH CASE","0.00 No","2021-07-02 04:44:03.257297"
"3646","Canon Printer","; Not Applicable","Canon Ink Cart.  811 Colour","Array","2021-07-02 04:44:03.353539"
"3647","Canon Printer","; Not Applicable","Canon Ink Cart Black","Array","2021-07-02 04:44:03.452258"
"3648","Canon Printer","; Not Applicable","CANON LBP 3300","Array","2021-07-02 04:44:03.550004"
"3649","Printer Head","; Not Applicable","Canon Ljldp 2900","Array","2021-07-02 04:44:03.649295"
"3650","Canon Printer","; Not Applicable","Canon Shot LBP 2900B","Array","2021-07-02 04:44:03.745381"
"3651","NICON","RACK","Cantilaber Shelf Tray (For Computer Rack ) N"," 156.00 No =  156.00 PCS","2021-07-02 04:44:03.841529"
"3652","WALL MOUNT RACKS","RACK","Cantiliver Shelf/Tp1/250 D (For Computer Racks)","-3.00 No","2021-07-02 04:44:03.935855"
"3653","WALL MOUNT RACKS","RACK","Cantiliver Shelf/Tp2/1U/250 (For Computer Rack)","Array","2021-07-02 04:44:04.037652"
"3654","Hardware","Others","Carry Case","Array","2021-07-02 04:44:04.137517"
"3655","Hardware","; Not Applicable","CARTRIDGE TONER","0.00 Box = 0.00 No","2021-07-02 04:44:04.233351"
"3656","Hardware","Others","CASING","Array","2021-07-02 04:44:04.329531"
"3657","FLOOR MOUNT RACKS","RACK","Caster Set of 4/Tp1","0.00 No","2021-07-02 04:44:04.423668"
"3658","FLOOR MOUNT RACKS","RACK","Casters Set of 4/Tp 2","0.00 No","2021-07-02 04:44:04.517568"
"3659","FLOOR MOUNT RACKS","RACK","Casters Set of 4/Tp 3 (For Computer Rack)","Array","2021-07-02 04:44:04.625666"
"3660","Molex Datgate I/O & Gangbox","Molex Components","Cat 5E Datagate I/O Black KSJ-00025-04","Array","2021-07-02 04:44:04.725566"
"3661","Molex Datgate I/O & Gangbox","Molex Components","CAT 5E Datagate Jack I/O Green (KSJ-00024-GR-I)"," 1.00 No =  1.00 PCS","2021-07-02 04:44:04.817673"
"3662","Molex UTP Patch Cords","Molex Components","Cat 5 E U 1.5 Mtr Patch Cord","Array","2021-07-02 04:44:04.913174"
"3663","Molex FTP Patch Cords","Molex Components","Cat 5E UTP LS0H 1 Mtr Patch Cord (PCD-01001-0J-I)GR","Array","2021-07-02 04:44:05.009600"
"3664","Molex UTP Patch Cords","Molex Components","Cat 5E UTP LS0H 1 Mtr Patch Cord (PCD-01001-0W-I)","Array","2021-07-02 04:44:05.105391"
"3665","Molex UTP Patch Cords","Molex Components","Cat 5EU /UtP Patch Cord 2 Mtr","Array","2021-07-02 04:44:05.201568"
"3666","Molex Cables","Molex Cable","Cat 6 24 Core Outdoor SM LSZH Cable (AFOAZ024OS1)","Array","2021-07-02 04:44:05.301479"
"3667","Molex UTP Patch Cords","Molex Components","Cat6 3 Mtr Patch Cord LSZH (PCD-02005-0K-I) Yellow","Array","2021-07-02 04:44:05.397574"
"3668","Molex Cables","Molex Cable","Cat 6 6core OFC  Outdoor Armoured  AFOUN006OM3","0.00 mtr","2021-07-02 04:44:05.493787"
"3669","Molex Cat A Shielded Patch Cords","Molex Components","Cat 6A FTP 10MTR LS0H BLUE PCord PCD-07009-0H-I","0.00 No = 0.00 PCS","2021-07-02 04:44:05.589534"
"3670","Molex Cat A Shielded Patch Cords","Molex Components","Cat6A FTP LS0H 2 Mtr Patch Cord White (PCD-07001-0W"," 153.00 No =  153.00 PCS","2021-07-02 04:44:05.684241"
"3671","Molex FTP Patch Cords","Molex Components","Cat 6A FTP Patch Cord 0.75 Mtr","Array","2021-07-02 04:44:05.779568"
"3672","Molex FTP Patch Cords","Molex Components","Cat 6A FTP Patch Cord 1 Mtr (Yellow)  PCD-07020-0K"," 1.00 No =  1.00 PCS","2021-07-02 04:44:05.873177"
"3673","Molex FTP Patch Cords","Molex Components","Cat 6 A FTP Patch Cord 5MTR ( Blue) PCD-00703-0H","Array","2021-07-02 04:44:05.968927"
"3674","Molex Cat A Shielded Patch Cords","Molex Components","CAT 6 A LS0H 2 Mtr GRAY (PCD-00701-0E)"," 12.00 No =  12.00 PCS","2021-07-02 04:44:06.065034"
"3675","AMP Cable","Molex Components","CAT 6  AMP Cable","Array","2021-07-02 04:44:06.161123"
"3676","Molex Cat A Shielded Patch Cords","Molex Components","Cat 6 A Patch Cord 2 Mtr","Array","2021-07-02 04:44:06.256848"
"3677","Molex Patch Panels","Molex Components","Cat 6A Shielded Datagate Panel 24 Port","Array","2021-07-02 04:44:06.353660"
"3678","Molex Cat A Shielded Patch Cords","Molex Components","CAT 6A Shielded LS0H 1 Mtr Patch Cord (PCD-07000-0J","Array","2021-07-02 04:44:06.461087"
"3679","Molex Cat A Shielded Patch Cords","Molex Components","CAT 6A Shielded LS0H 1 Mtr Patch Orang(PCD-07000-0N","0.00 No = 0.00 PCS","2021-07-02 04:44:06.554695"
"3680","Molex Cat A Shielded Patch Cords","Molex Components","CAT 6A Shielded LS0H Patch Cord 2 Mtr (PCD-07001-0H"," 10.00 No =  10.00 PCS","2021-07-02 04:44:06.648389"
"3681","Molex Cat A Shielded Patch Cords","Molex Components","Cat 6 A Shielded Patch Cord 10 MTR (Purple) LSZH   PCD-02002-0K
","Array","2021-07-02 04:44:06.751769"
"3682","Molex Cat A Shielded Patch Cords","Molex Components","Cat 6A Shielded P Cord 10 M Purple LS0H PCd-070090P","Array","2021-07-02 04:44:06.848424"
"3683","Molex Cat A Shielded Patch Cords","Molex Components","Cat 6A Shielded PVC 2 Mtr (PCD-07021-0C-I) Red","Array","2021-07-02 04:44:06.981372"
"3684","Molex Cat A Shielded Patch Cords","Molex Components","Cat 6A Shielded PVC 4 Mtr (PCD-07023-0H) BLUE"," 4.00 No =  4.00 PCS","2021-07-02 04:44:07.073483"
"3685","Molex Cat A Shielded Patch Cords","Molex Components","CAT 6A Shielded PVC Patch Cord 15 M (PCD-07034-0H)B","Array","2021-07-02 04:44:07.177750"
"3686","Molex Cat A Shielded Patch Cords","Molex Components","Cat 6A Shielded PVC Patch Cord 1MTR (Blue) PVC   PCD-07020-0H
","Array","2021-07-02 04:44:07.281008"
"3687","Molex Cat A Shielded Patch Cords","Molex Components","Cat6A Shilded Patch Coad 15mtr (Gray) PVC   PCD-07034-0E
","Array","2021-07-02 04:44:07.381667"
"3688","Molex Cat A Shielded Patch Cords","Molex Components","Cat6A Shilded Pcord LSOH Blue 1mtr(Pcd-07000-0h)"," 173.00 No =  173.00 PCS","2021-07-02 04:44:07.477016"
"3689","Molex Patch Panels","Molex Components","Cat 6A Shileded Patch Panel 24 Port PID-00217-1"," 6.00 No","2021-07-02 04:44:07.569460"
"3690","Molex Patch Panels","Molex Components","Cat 6 Datagate Panel 24 Port  Unloaded (PID-00076)"," 4.00 No =  4.00 PCS","2021-07-02 04:44:07.665049"
"3691","Molex FTP Patch Cords","Molex Components","CAT 6 FTP LSZH 20 Mtr Patch Cord Gray(PCD-04039-0E-","Array","2021-07-02 04:44:07.765642"
"3692","Molex FTP Patch Cords","Molex Components","Cat 6 FTP Patch Cord 3 Mtr(PCD-00309-0C) Red"," 109.00 No =  109.00 PCS","2021-07-02 04:44:07.858566"
"3693","Molex FTP Patch Cords","Molex Components","CAT 6 FTP Patch Cord LS0H 10 Mtr (PCD-04019-0E)","Array","2021-07-02 04:44:07.957045"
"3694","Molex UTP Patch Cords","Molex Components","CAT 6 Ls0h 2 MTR Patch Cord (PCD-02003-0N) ORG"," 202.00 No =  202.00 PCS","2021-07-02 04:44:08.052990"
"3695","Molex UTP Patch Cords","Molex Components","Cat 6 LS0H Patch Cord 3 Mtr (PCD-02005-0N) ORG","Array","2021-07-02 04:44:08.149673"
"3696","Molex UTP Patch Cords","Molex Components","Cat 6 LSZH Patch Cord 0.5 Mtr(PCD-02000-0W) WHITE","Array","2021-07-02 04:44:08.261645"
"3697","Molex UTP Patch Cords","Molex Components","Cat 6 LSZH Patch Cord 1.5 Mtr (PCD-02002-0C-I) Red","0.00 No = 0.00 PCS","2021-07-02 04:44:08.354462"
"3698","Molex FIBER Patch Cords","Molex Components","Cat 6 OFPC SC Mtr Dup MM (91.9B.322.00300)","Array","2021-07-02 04:44:08.453324"
"3699","Molex Cables","Molex Cable","Cat 6 Outdoor Cable (305M) CAA-00335","Array","2021-07-02 04:44:08.553433"
"3700","Molex Cables","Molex Cable","Cat 6 Outdoor Cable 305 Mtr CAA-00335","0.00 No","2021-07-02 04:44:08.649394"
"3701","Molex Cables","Molex Cable","Cat 6 Outdoor Cable 500 Mtr","Array","2021-07-02 04:44:08.747894"
"3702","Molex UTP Patch Cords","Molex Components","Cat 6 Patch Cord 0.5Mtr (Blue) PVC  PCD-02040-0H"," 44.00 No =  44.00 PCS","2021-07-02 04:44:08.841530"
"3703","Molex UTP Patch Cords","Molex Components","Cat 6 Patch Cord 0.5Mtr (Gray) PVC  PCD-02040-0E","0.00 No = 0.00 PCS","2021-07-02 04:44:08.937390"
"3704","Molex UTP Patch Cords","Molex Components","Cat 6 Patch Cord 0.5Mtr (Yellow) PVC  PCD-02040-0K","0.00 No = 0.00 PCS","2021-07-02 04:44:09.030176"
"3705","Molex UTP Patch Cords","Molex Components","Cat 6 Patch Cord  2 Mtr Blue (PCD-02042-0H).","0.00 No = 0.00 PCS","2021-07-02 04:44:09.122237"
"3706","Molex UTP Patch Cords","Molex Components","Cat 6 Patch Cord 3 Mtr (Blue) PVC PCD-02043-0H-I"," 383.00 No =  383.00 PCS","2021-07-02 04:44:09.214371"
"3707","Molex UTP Patch Cords","Molex Components","Cat 6 Patch Cord 3 Mtr (Red) LSZH  PCD-02043-0C","Array","2021-07-02 04:44:09.309625"
"3708","Molex UTP Patch Cords","Molex Components","Cat 6 Patch Cord 7 Mtr (Yellow) LSZH  PCD-02013-0K","Array","2021-07-02 04:44:09.409549"
"3709","Molex UTP Patch Cords","Molex Components","Cat 6 Patch Cord  Blue 1 Mtr(PCD-02041-0H-I ."," 363.00 No =  363.00 PCS","2021-07-02 04:44:09.502191"
"3710","Molex FTP Patch Cords","Molex Components","Cat 6 Patch Cord FTP LS0H 10 Mtr (PCD-04019-0E)","Array","2021-07-02 04:44:09.597500"
"3711","Molex UTP Patch Cords","Molex Components","Cat 6 Patch Cord LS0H 10 Mtr (PCD-02019-0H-I)"," 4.00 No =  4.00 PCS","2021-07-02 04:44:09.689340"
"3712","Molex UTP Patch Cords","Molex Components","Cat 6 Patch Cord LS0H 10 Mtr (PCD-02019-0P)","0.00 No = 0.00 PCS","2021-07-02 04:44:09.781512"
"3713","Molex UTP Patch Cords","Molex Components","Cat 6 Patch Cord LS0H3 Mtr","Array","2021-07-02 04:44:09.877679"
"3714","Molex UTP Patch Cords","Molex Components","CAT 6 Patch Cord LSZH 0.5 Mtr (PCD-02000-0J-I)","Array","2021-07-02 04:44:09.973435"
"3715","Molex UTP Patch Cords","Molex Components","Cat6 Patch Cord LSZH 8 Mtr (PCD-02015-0H-I) Blue","Array","2021-07-02 04:44:10.070310"
"3716","Molex UTP Patch Cords","Molex Components","CAT 6 Patch Cord PVC 1 Mtr Green (PCD-02089-0J)","Array","2021-07-02 04:44:10.165628"
"3717","Molex UTP Patch Cords","Molex Components","CAT 6 Patch Cord PVC Black 0.5 Mtr (PCD-02040-BK)","Array","2021-07-02 04:44:10.266329"
"3718","Molex UTP Patch Cords","Molex Components","Cat 6 Patch Cord PVC Gray 1 MTR (PCD-02041-0E-I)","0.00 No = 0.00 PCS","2021-07-02 04:44:10.361633"
"3719","Molex UTP Patch Cords","Molex Components","Cat 6 Patch Cord PVC Green 2 Mtr (PCD-02091-0J)","Array","2021-07-02 04:44:10.462046"
"3720","Molex UTP Patch Cords","Molex Components","Cat 6 Patch Cord PVC Red 1 Mtr (PCD-02041-0C-I0","Array","2021-07-02 04:44:10.561472"
"3721","Molex UTP Patch Cords","Molex Components","CAT 6 Pvc Patch Cord 3 Mtr (PCD-02043-0W) White"," 1.00 No =  1.00 PCS","2021-07-02 04:44:10.657679"
"3722","Molex Cables","Molex Cable","Cat-6 UTP Cable 305 MTR Gray"," 1.00 Box =  1.00 PCS","2021-07-02 04:44:10.753772"
"3723","Molex UTP Patch Cords","Molex Components","CAT 6 U/UTP PVC Patch Cord 3 Mtr (RED) PCD-02043-0C","Array","2021-07-02 04:44:10.853850"
"3724","Molex Face Plates & Krone Boxes","Molex Components","CAT 7 Rj 45 Plug STP","0.00 No = 0.00 PCS","2021-07-02 04:44:10.953882"
"3725","Hardware","Others","CA-US9 USB TO SERIAL CONVERTOR","0.00 No","2021-07-02 04:44:11.049744"
"3726","Software","; Not Applicable","CBRM 1500 05-CRI-0015IA-01 (15ing DPU)","Array","2021-07-02 04:44:11.153889"
"3727","Software","; Not Applicable","CBRM 1503 05-TVSP-PRC-015 (15ing 3 Year)","Array","2021-07-02 04:44:11.253941"
"3728","Hardware","Others","Cctv Camera Wire 3+1 Open","Array","2021-07-02 04:44:11.354384"
"3729","Hardware","Others","Cctv Power Supply 12/10 Amp","Array","2021-07-02 04:44:11.454143"
"3730","Hardware","Others","CEILLING MOUNT KIT FOR PROJECTOR","Array","2021-07-02 04:44:11.554217"
"3731","FLOOR MOUNT RACKS","RACK","Central Control Unit /1U","Array","2021-07-02 04:44:11.653876"
"3732","Quick Heal EPS","Quick Heal EPS","CIR Business Add Lic for  Year","0.00 URS = 0.00 No","2021-07-02 04:44:11.750225"
"3733","Quick Heal EPS","Quick Heal EPS","CIR EPS Internet Security for 1 Year","0.00 URS","2021-07-02 04:44:11.846024"
"3734","Quick Heal EPS","Quick Heal EPS","CIRUP QH EPS Business 1 Year Renewal Lic","0.00 URS","2021-07-02 04:44:11.942273"
"3735","Quick Heal EPS","Quick Heal EPS","CIRUP QHEPS Business for 1 Year","Array","2021-07-02 04:44:12.046169"
"3736","Quick Heal EPS","Quick Heal EPS","CIS 10 QH EPS Business 3 Year 10 User Lic","Array","2021-07-02 04:44:12.141948"
"3737","Quick Heal EPS","Quick Heal EPS","CIS Add Lic for 3 Years","0.00 URS","2021-07-02 04:44:12.246079"
"3738","Cisco","Others","Cisco 1000554 Sg92-24-As","Array","2021-07-02 04:44:12.342148"
"3739","Cisco","Others","Cisco 24 Port Switch Sf90-24","Array","2021-07-02 04:44:12.449952"
"3740","Cisco","Others","Cisco 8port Switch (Sf90D-08)","Array","2021-07-02 04:44:12.546296"
"3741","Cisco","Others","CISCO (C2960+24TC-L)"," 3.00 No =  3.00 PCS","2021-07-02 04:44:12.642228"
"3742","Cisco","Others","Cisco Router 1905","Array","2021-07-02 04:44:12.738136"
"3743","Cisco","Others","CISCO ROUTER RV042-N (10/100 4PORT)VPN","Array","2021-07-02 04:44:12.834706"
"3744","Cisco","Others","Cisco SF350-24P 24 PORT POE MANAGED SWITCH","0.00 No = 0.00 PCS","2021-07-02 04:44:12.929911"
"3745","Cisco","Others","Cisco SF95-24-AS"," 10.00 No =  10.00 PCS","2021-07-02 04:44:13.022009"
"3746","Cisco","Others","Cisco SG300-28PP-K9-Managed Switch","Array","2021-07-02 04:44:13.121911"
"3747","; Primary","; Not Applicable","Cisco SG 300-52 48G","Array","2021-07-02 04:44:13.221970"
"3748","Cisco","Others","CISCO Sg350-10P-K9-IN","Array","2021-07-02 04:44:13.326080"
"3749","Cisco","Others","CISCO SG350-28 K9-EU MANAGED SWITCH","-1.00 No = -1.00 PCS","2021-07-02 04:44:13.422037"
"3750","Cisco","Others","Cisco SG350-28P-K9-EU Switch"," 3.00 PCS =  3.00 No","2021-07-02 04:44:13.517935"
"3751","Cisco","Others","Cisco SG95-24 Port Giga Switch","0.00 No = 0.00 PCS","2021-07-02 04:44:13.610271"
"3752","Cisco","Others","CISCO (SRW2024-K9-EU) Managed Swich"," 1.00 PCS =  1.00 No","2021-07-02 04:44:13.705916"
"3753","Cisco","Others","CISCO (WS-C2960-24TC-S)","Array","2021-07-02 04:44:13.801709"
"3754","Quick Heal EPS","Quick Heal EPS","CIS Quickheal EPS Business for 3 Year","0.00 URS","2021-07-02 04:44:13.894118"
"3755","Quick Heal EPS","Quick Heal EPS","CISUP QH EPS Business 3 Year Renewal Li.","0.00 URS = 0.00 No","2021-07-02 04:44:13.989743"
"3756","Quick Heal Internet Security Admin Console","Quick Heal EPS","CISUP QH EPS Business 3 Year Renewal Lic.","Array","2021-07-02 04:44:14.093609"
"3757","Quick Heal EPS","Quick Heal EPS","CIWUP QH EPS Business  2Yr Renewal","Array","2021-07-02 04:44:14.190157"
"3758","Audio Video Solutions","Others","Class 10 Pendrive","Array","2021-07-02 04:44:14.289586"
"3759","Net Rack","RACK","CLIMATE MONITORING MODULE WITH FAN CONTROL /CENTRAL","Array","2021-07-02 04:44:14.389687"
"3760","FLOOR MOUNT RACKS","RACK","Closed Rack Accessories","0.00 No","2021-07-02 04:44:14.482015"
"3761","Suvira Screens and Stand","Suvira Screens and Stand","CMK 6 FEET","Array","2021-07-02 04:44:14.581662"
"3762","Hardware","Others","CMK SHORT THROW (Projector Kit)","Array","2021-07-02 04:44:14.681842"
"3763","Studio","Others","COLOR FUL GTX1050TI","0.00 No = 0.00 PCS","2021-07-02 04:44:14.774366"
"3764","Hardware","Others","COLOR FUL GTX1650TI","0.00 No = 0.00 PCS","2021-07-02 04:44:14.869620"
"3765","Hardware","; Not Applicable","COMLAP BATTERY FOR HP CQ42 (8507)","Array","2021-07-02 04:44:14.969511"
"3766","LG TV","LG Commercials","Commercial LED Moniter 86UH5E-B.ATR"," 1.00 Box","2021-07-02 04:44:15.065838"
"3767","Software","Others","Commercial_Monit
or Soluion
Supersign CMS","0.00 No","2021-07-02 04:44:15.161488"
"3768","COMPAQ","; Not Applicable","Compact All in One 1220 Desktop","Array","2021-07-02 04:44:15.261830"
"3769","Leptop","; Not Applicable","Compaq Paersariao CQ62-454 LapTop","Array","2021-07-02 04:44:15.361557"
"3770","COMPAQ","; Not Applicable","Compaq Presario 3550 Desktop","Array","2021-07-02 04:44:15.458110"
"3771","COMPAQ","; Not Applicable","COMPAQ PRESARIO CQ3420IX PCINDIA","Array","2021-07-02 04:44:15.557500"
"3772","Leptop","; Not Applicable","Compaq Presario CQ40-748TU NB","Array","2021-07-02 04:44:15.653507"
"3773","COMPAQ","; Not Applicable","COMPAQ W 18.5Q TFT","Array","2021-07-02 04:44:15.750109"
"3774","Hardware","Others","COMPREHENSIVE GATEWAY SECURITY SUITE BUNDLE FOR THE TZ 215 SERIES (3 YEARS)","Array","2021-07-02 04:44:15.845575"
"3775","Intel","; Not Applicable","Computer","Array","2021-07-02 04:44:15.942100"
"3776","Audio Video Solutions","Others","COMPUTER CABLE 10 MTR"," 2.00 No","2021-07-02 04:44:16.037682"
"3777","Hardware","Others","COMPUTER CABLE 5 MTR","Array","2021-07-02 04:44:16.133867"
"3778","Studio","Others","Computer P Code 15m"," 1.00 No =  1.00 PCS","2021-07-02 04:44:16.229995"
"3779","Audio Video Solutions","Others","COMPUTER P.CODE 1.5MTR DLX"," 18.00 No =  18.00 PCS","2021-07-02 04:44:16.322025"
"3780","; Primary","; Not Applicable","Computer P Code 20m","0.00 PCS","2021-07-02 04:44:16.418064"
"3781","EKIN Camera","EKIN","Computer Speaker -M Voice -8000Ex"," 1.00 No =  1.00 PCS","2021-07-02 04:44:16.513646"
"3782","Studio","Others","CONFEYE MK1 USB MICROPHONE"," 1.00 No =  1.00 PCS","2021-07-02 04:44:16.617556"
"3783","Hardware","Others","CONFEYE PTZ CAMERA","0.00 No = 0.00 PCS","2021-07-02 04:44:16.713493"
"3784","AP Cable","Molex Components","Connecting Cable RJ 11"," 100.00 No =  100.00 PCS","2021-07-02 04:44:16.805880"
"3785","Primary","; Not Applicable","Connector","Array","2021-07-02 04:44:16.901660"
"3786","Hardware","Others","Convertor","Array","2021-07-02 04:44:16.997768"
"3787","Studio","Others","Cooler Master 310C","0.00 No","2021-07-02 04:44:17.093639"
"3788","Hardware","Others","COOLER MASTER K380","0.00 No = 0.00 PCS","2021-07-02 04:44:17.189673"
"3789","Studio","Others","COOLER MASTER SMSP 650WBRONZE","0.00 No","2021-07-02 04:44:17.285498"
"3790","FLOOR MOUNT RACKS","RACK","Cooling Fan for Racks","Array","2021-07-02 04:44:17.381615"
"3791","Corel Draw","Others","Coral Draw Graphic Suite X7","Array","2021-07-02 04:44:17.477603"
"3792","Corel Draw","Others","Coral Draw Graphics X7 Academic","Array","2021-07-02 04:44:17.573661"
"3793","Corel Draw","Others","Corel CDGS X6 COM [Hard Back Book]","Array","2021-07-02 04:44:17.673482"
"3794","Corel Draw","Others","Corel Draw Graphics Stuite X6","Array","2021-07-02 04:44:17.773617"
"3795","Corel Draw","Others","CORELDRAW GRAPHICS SUITE MNT [2YRS]ML [1-10]","Array","2021-07-02 04:44:17.873422"
"3796","Corel Draw","Others","Coreldraw Graphics Suite X6 Licenses ML(1 - 10)","Array","2021-07-02 04:44:17.973506"
"3797","Corel Draw","Others","COREL PDF Fusion 1 EN Asia","Array","2021-07-02 04:44:18.069561"
"3798","Studio","Others","Corsair 16gb 3200 Fsp Ddr4 Ram","0.00 No = 0.00 PCS","2021-07-02 04:44:18.161424"
"3799","Studio","Others","CORSAIR DDR 4 8GB 3600 MGH","0.00 No","2021-07-02 04:44:18.253600"
"3800","Software","Others","CPLC000037 A-FLEX,WEBEX Cloud A-Flex","-1.00 No","2021-07-02 04:44:18.345428"
"3801","; Primary","; Not Applicable","CP PLUS 650 TVL HQIS IR BULLET CP-GAC-TC65L4","Array","2021-07-02 04:44:18.441866"
"3802","Hardware","Others","CPU","0.00 PCS = 0.00 No","2021-07-02 04:44:18.549815"
"3803","Hardware","Others","CPU DUAL CORE G630, 2.70GHZ 2ND G","Array","2021-07-02 04:44:18.646195"
"3804","Studio","Others","CRESCENT 2*2 Led PANEL 48W"," 6.00 No =  6.00 PCS","2021-07-02 04:44:18.741689"
"3805","Hardware","Others","Cron","Array","2021-07-02 04:44:18.841387"
"3806","Hardware","Others","Crucial BX500 240GB SSD","0.00 No","2021-07-02 04:44:18.933633"
"3807","Hardware","Others","Crucial Ram 8GB DDR4 for Laptop"," 1.00 No =  1.00 PCS","2021-07-02 04:44:19.029427"
"3808","Quick Heal EPS","Quick Heal EPS","CTR AddTotal Security Regular","0.00 URS","2021-07-02 04:44:19.121714"
"3809","Quick Heal EPS","Quick Heal EPS","CTRUP QH EPS Total 1 Year Renewal Lic"," 10.00 No =  10.00 URS","2021-07-02 04:44:19.217745"
"3810","Quick Heal EPS","Quick Heal EPS","CTS Total Security 3 Years (New)"," 201.00 URS","2021-07-02 04:44:19.313438"
"3811","Cyberoam","Others","Cybernetyx EyeRIS IX","Array","2021-07-02 04:44:19.409470"
"3812","Cyberoam","Others","Cyberoam DPU 15ing","Array","2021-07-02 04:44:19.505383"
"3813","Hardware","Others","CYBER POWER UPS 1KV UT 1000E-IN","0.00 No = 0.00 PCS","2021-07-02 04:44:19.597495"
"3814","Hard Disk","Others","D","Array","2021-07-02 04:44:19.693367"
"3815","Studio","Others","D414065-40W 2X2 LED PANEL 6500K"," 2.00 No =  2.00 PCS","2021-07-02 04:44:19.789404"
"3816","CAMERA","; Not Applicable","DAHUA 8CH HDCVI"," 2.00 No","2021-07-02 04:44:19.881542"
"3817","CAMERA","; Not Applicable","DAHUA HDCVI CAMERA"," 6.00 No","2021-07-02 04:44:19.977604"
"3818","CAMERA","; Not Applicable","DAHUA HDCVI IR BULLET"," 1.00 No","2021-07-02 04:44:20.073720"
"3819","; Primary","; Not Applicable","DAIRY","Array","2021-07-02 04:44:20.173721"
"3820","Benq Projector","BENQ PROJECTOR","Data Projector MS506P SVGA Solely Usable (BenQ)","0.00 No = 0.00 PCS","2021-07-02 04:44:20.269479"
"3821","Benq Projector","BENQ PROJECTOR","DATA PROJECTOR MS531P","0.00 No","2021-07-02 04:44:20.365384"
"3822","Benq Projector","BENQ PROJECTOR","Data Projector MW529 BenQ","Array","2021-07-02 04:44:20.469668"
"3823","Benq Projector","BENQ PROJECTOR","Data Projector MW 705 BenQ","Array","2021-07-02 04:44:20.577344"
"3824","Benq Projector","BENQ PROJECTOR","Data Projector MW 820ST Ben Q","Array","2021-07-02 04:44:20.681589"
"3825","Hardware","Others","Dc Lead Cctv Camera","Array","2021-07-02 04:44:20.781967"
"3826","AIRPRO MEDIA CONVERTOR & SFP","AIRPRO","DC Power Adaptor MC"," 1.00 No =  1.00 PCS","2021-07-02 04:44:20.877661"
"3827","Hardware","Others","DDR2- 2GB","Array","2021-07-02 04:44:20.981669"
"3828","Hardware","Others","DDR2- 2gb Hynix Leptop Ram","Array","2021-07-02 04:44:21.081363"
"3829","Hardware","Others","DDR 2 -2 Gb Hynix Ram","Array","2021-07-02 04:44:21.181518"
"3830","Hardware","Others","DDR3 2GB 1333 C9 UNB","Array","2021-07-02 04:44:21.281653"
"3831","Hardware","Others","DDR3 4 GB RAM","Array","2021-07-02 04:44:21.385396"
"3832","Hardware","Others","DDR3 RAM - 2GB","Array","2021-07-02 04:44:21.485562"
"3833","Studio","Others","DDR 4 8GB CRUCIAL 2666 DESKTOP"," 1.00 No","2021-07-02 04:44:21.577428"
"3834","XPEN","XPEN","DECO 01(V2)-TABLET(N)"," 1.00 No","2021-07-02 04:44:21.673856"
"3835","XPEN","; Not Applicable","DECO 03- TABLET"," 1.00 No","2021-07-02 04:44:21.769631"
"3836","Leptop","; Not Applicable","Dell 15r Laptop","Array","2021-07-02 04:44:21.865617"
"3837","Dell Desktop","; Not Applicable","DELL 19.5; LES MONITOR","Array","2021-07-02 04:44:21.965664"
"3838","Dell Desktop","; Not Applicable","Dell 4GB/1TB/ubun Tu /3Y/PC","Array","2021-07-02 04:44:22.065717"
"3839","Hardware","Others","Dell AIO Inspiron 3459","0.00 No = 0.00 PCS","2021-07-02 04:44:22.161528"
"3840","Dell Leptop","; Not Applicable","DELLAP1118 DELL 15R560281IN9 I3-2330/320/DOS","Array","2021-07-02 04:44:22.261352"
"3841","Hardware","Others","DELLAP1853 INS3542 I5-4210/04/1TB/2/W8","Array","2021-07-02 04:44:22.361365"
"3842","Dell Leptop","; Not Applicable","DELLAPTOP0683 DELL INS14R I3 3/320G DOS RED 683","Array","2021-07-02 04:44:22.462822"
"3843","Dell Desktop","Others","Dell Desktop","0.00 PCS","2021-07-02 04:44:22.557402"
"3844","Dell Desktop","Others","DELL IN AIO3280 I3/8T/4G/1T/W10+O 153 SD 21.5 INCH","0.00 PCS = 0.00 No","2021-07-02 04:44:22.653936"
"3845","Dell Leptop","; Not Applicable","Dell Ins 14r I-3","Array","2021-07-02 04:44:22.753540"
"3846","Dell Leptop","; Not Applicable","Dell Insp 3521","Array","2021-07-02 04:44:22.853396"
"3847","Dell Leptop","; Not Applicable","Dell Inspiron 11 3148 (372)","Array","2021-07-02 04:44:22.953374"
"3848","Dell Leptop","; Not Applicable","Dell Laptop 1150","Array","2021-07-02 04:44:23.053219"
"3849","; Primary","; Not Applicable","Dell Laptop I5","Array","2021-07-02 04:44:23.153599"
"3850","; Primary","; Not Applicable","Dell LED 18.5","Array","2021-07-02 04:44:23.253480"
"3851","Dell Desktop","Others","DELL LED 20' INCH"," 2.00 No","2021-07-02 04:44:23.349620"
